,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_afghan,hash_afghanistan,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_پشتون_تاجیک_هزاره_ازبک_زنده_باد
0,AF,7101959327061265665,1653553763,#foryoupage #foryou #foryo #foryourpage,6784826112373654533,♛د پلار لومړی معاون ♕,"دهغه چاسره اوسه کم چه د ژوند نوم په مينه درته بدل کړي!
ـــــــــــــــــــــــــ",0,False,https://www.tiktok.com/@___abdulhaq___03/video/7101959327061265665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101959327061265665&source=h5_m,988,10,17,0,104,7087152119933111066,7087152119933111066,72,7087152119933111066,original sound - hadiworld (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",7.038468957824845e+18,Hadi Khan 🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087152132239264539.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3d3f74d884cc79ebe3b59d258eb81afc.json,False,False,Sara Medin,Lovely,original sound - hadiworld (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",[],0,0,Afghanistan,#foryoupage #foryou #foryo #foryourpage,0,0,1,1,0,0,0,0,0,0
1,AF,7099803138009435394,1653051736,#foryoupage❤️❤️ #onlineshopping #تاجک__اوزبگ__پشتون__هزاره__ترکمن #foryoupage,7024366912927745029,Alone___420_boy,"اګربازيګرزندګى خودت نباشى
بازيچه آن خواهى شد",0,False,https://www.tiktok.com/@naderahmad79/video/7099803138009435394?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099803138009435394&source=h5_m,313,10,9,2,70,7098633307012811522,7098633307012811522,72,7098633307012811522,original sound - shor.eman,د ایمان - شور,6.611750478790771e+18,د ایمان - شور,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098633307419675394.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3256fee3d5adb109230ec544cc74cb86.json,False,False,,,,,[],0,0,Afghanistan,#foryoupage❤️❤️ #onlineshopping #تاجک__اوزبگ__پشتون__هزاره__ترکمن #foryoupage,0,0,0,2,0,0,0,0,0,0
2,AU,7102730294972714241,1653733267,بی ریش مرد منی نیست باید ریش داشته باشه🧔🏻😘🙏🏼  #mashaz #mashazlatifiofficail #mashazlatifiofficail7 #mashazlatifipopular #foryou #viral #afghan #pashto #pashton#bollywood,6700810172925559813,QueenofTikTok👸,Melbourne 🇦🇫🇦🇺🇮🇷🇵🇰🇹🇯🇮🇳Australian love my gym 💪and karate 🥋,0,False,https://www.tiktok.com/@mashazlatifiofficial7/video/7102730294972714241?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102730294972714241&source=h5_m,152195,246,99,748,5849,7102728728803527425,7102728728803527425,72,7102728728803527425,original sound - mashazlatifiofficial7 (Contains music from: Marde Man - Ahllam),"Contains music from: ""Marde Man""",6.70081017292556e+18,QueenofTikTok👸,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102728718946847489.mp3,,False,False,Ahllam,Marde Man,original sound - mashazlatifiofficial7 (Contains music from: Marde Man - Ahllam),"Contains music from: ""Marde Man""",[],0,0,Afghanistan,#mashaz #mashazlatifiofficail #mashazlatifiofficail7 #mashazlatifipopular #foryou #viral #afghan #pashto #pashton#bollywood,1,0,1,0,0,0,0,0,1,0
3,US,7077732603612286254,1647913038,Always bringing the HEAT 💋🥵,6956599690569909254,WWE NXT,"#WeAreNXT

Watch #WWENXT every Tuesday at 8/7c on USA Network!",2,False,https://www.tiktok.com/@wwenxt/video/7077732603612286254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077732603612286254&source=h5_m,10807459,1960,8733,40081,275977,7077732592212069163,7077732592212069163,72,7077732592212069163,original sound - wwenxt,WWE NXT,6.956599690569909e+18,WWE NXT,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077732603176078122.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/273493559c01c0de7ed83df35265843a.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
4,UA,7101317736201997574,1653404381,"7,300#Волинь#зима#2022",6957060044580897797,Pashaaa,,0,False,https://www.tiktok.com/@pasha_felix0/video/7101317736201997574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101317736201997574&source=h5_m,5114820,67,135,1005,19749,7086508980318538501,7086508980318538501,72,7086508980318538501,original sound - underground_kyiv_styel (Contains music from: Ethnics - WYR GEMI),"Contains music from: ""Ethnics""",7.054122895937603e+18,Underground_Kyiv_Styel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086508996978346758.mp3,,False,False,WYR GEMI,Ethnics,original sound - underground_kyiv_styel (Contains music from: Ethnics - WYR GEMI),"Contains music from: ""Ethnics""",[],0,0,Afghanistan,#Волинь#зима#2022,0,0,0,0,0,0,0,0,0,0
5,NZ,7086765057358482689,1650016072,#ad Reply to @fareedsahil07 #foryou #pubg naharo 😂💕🇦🇫,6622420172278677509,🦋𝔹𝕒𝕝𝕢𝕚𝕤🦋,🇦🇫🥰خور جانه مو کندهاری ده,0,False,https://www.tiktok.com/@beelqeess/video/7086765057358482689?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086765057358482689&source=h5_m,128348,71,189,47,9333,7022265239668345626,7022265239668345626,72,7022265239668345626,original sound - dinmuhammad662,din Muhammad,6.832567262579361e+18,din Muhammad,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7022265202129275674.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c8453c55a38fd79f105965e44454762.json,False,False,,,,,[],0,0,Afghanistan,#ad #foryou #pubg,0,0,1,0,0,0,0,0,0,0
6,GB,7086025162595798277,1649843801,Chinese is easy #chineseteachernina #learnchinese #mandarin,7035881295386313734,learnchinesewithnina,"WeChat: ninateachmandarin
my six courses👇",0,False,https://www.tiktok.com/@chineseteachernina/video/7086025162595798277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086025162595798277&source=h5_m,6210109,6533,2566,18080,321473,7086025136318548741,7086025136318548741,72,7086025136318548741,original sound - chineseteachernina,learnchinesewithnina,7.035881295386314e+18,learnchinesewithnina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086025133994806021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bcc19223cf6e37e5e702d077656e3a6a.json,False,False,,,,,[],0,0,Afghanistan,#chineseteachernina #learnchinese #mandarin,0,0,0,0,0,0,0,0,0,0
7,PK,7093802230222015771,1651654540,#foryoupage #pendo #fruits #jugijut72 #fyp #zayxfam #jutt72 #foryou #jugipendo #parati,7052246920186790939,Nature Fruits,subscribe my YouTube channel 👆 for more interesting videos ......,0,False,https://www.tiktok.com/@naturefruits/video/7093802230222015771?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093802230222015771&source=h5_m,25697305,7992,33303,110646,909083,7070073982459890458,7070073982459890458,72,7070073982459890458,original sound - m_afnanmargun,👑 KARAK KING 👑,6.609226803922371e+18,👑 KARAK KING 👑,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7070073969700915995.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/237b87393b645032c6a881b430d2774e.json,False,False,,,,,[],0,0,Afghanistan,#foryoupage #pendo #fruits #jugijut72 #fyp #zayxfam #jutt72 #foryou #jugipendo #parati,0,0,1,1,0,1,0,0,0,0
0,AF,7101396479029333249,1653422714,#S I LOVE YOU @itx_samir_miakhil02 @itx._.barekzay @samadkhan.11 @fawadahmad746 @ulfatbakhtani @itx___jawad__0 @sf__sofi___official @omidsafi03 @abdullahnoori45 @naimatjan61 @barantim,6935066262415787013,Khalil Khan,K.M. 💕jan I LOVE,0,False,https://m.tiktok.com/v/7101396479029333249.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101396479029333249&source=h5_m,868,9,44,2,89,7011867792613903106,7011867792613903106,24,7011867792613903106,original sound - im_kevins,Mr Kevin's,7.004003608032249e+18,Mr Kevin's,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7011867716566944514.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c56d3171860570b306eee182053cc0b0.json,False,False,,,,,[],0,0,Afghanistan,#S,0,0,0,0,0,0,0,0,0,0
1,AF,7089767007964499202,1650715018,😊🥀🥺#sad #sadstory #viral #vedio #grow #account #faryou #foryoupage #ahmadi__saheeb,6666029622427287558,🦁Łⓐgɦℳaŋⓘ♥️,"ℳustafa khan 
    age 18
i Łoⓥⓔ yuⓞ all ℳⓨ ƑalloⓦⓔRⓢ
 🔐ℳ🫀ℳ 🔐
Laghmani boy 🦁",0,False,https://m.tiktok.com/v/7089767007964499202.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089767007964499202&source=h5_m,179111,52,1084,10583,5019,7060767918912604954,7060767918912604954,72,7060767918912604954,original sound - itx_linaa (Contains music from: Dun Naraj - Vijay Dayal),"Contains music from: ""Dun Naraj""",6.960991050329015e+18,Afghani Girl,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7060767915116743450.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b7a6e4bbe2c7331f6a41df10d06d5771.json,False,False,Vijay Dayal,Dun Naraj,original sound - itx_linaa (Contains music from: Dun Naraj - Vijay Dayal),"Contains music from: ""Dun Naraj""",[],0,0,Afghanistan,#sad #sadstory #viral #vedio #grow #account #faryou #foryoupage #ahmadi__saheeb,0,0,0,1,0,0,0,0,1,0
2,FR,7099060113008332038,1652878738,#irismittenaere #missuniverse #missfrance #festivaldecannes #foryou #2022,218628658779803649,Laïmin ♡,"⟬⟭ ⟭⟬  ♡
All the videos are taken by me. 🦋",0,False,https://m.tiktok.com/v/7099060113008332038.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099060113008332038&source=h5_m,4561409,528,550,127,181072,7099060090728205061,7099060090728205061,72,7099060090728205061,original sound - _laimin_,Laïmin ♡,2.1862865877980365e+17,Laïmin ♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099060093227911941.mp3,,False,False,,,,,[],0,0,Afghanistan,#irismittenaere #missuniverse #missfrance #festivaldecannes #foryou #2022,0,0,1,0,0,0,0,0,0,0
3,UA,7071761453103009030,1646522772,😩#mrandmrssmith #kardjolie #bradpitt #on #fup #fyp #_damonsalvatore_ #_damonsalvatore_,6923570668903023622,angie,"•spam like= block•
•instagram: angiedolle•",0,False,https://m.tiktok.com/v/7071761453103009030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071761453103009030&source=h5_m,4978164,447,711,2834,299241,7071761424560687878,7071761424560687878,72,7071761424560687878,original sound - angiedolle,angie,6.923570668903024e+18,angie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071761424070003461.mp3,,False,False,,,,,[],0,0,Afghanistan,#mrandmrssmith #kardjolie #bradpitt #on #fup #fyp #_damonsalvatore_ #_damonsalvatore_,0,0,0,0,0,1,0,0,0,0
4,BE,7093245858002586886,1651525000,€50  HEAD CHALLENGE ⚽️😱 #bruxelles #soccerskils,6952464423505085446,mehdi_amri_10,"🏆WORLD CHAMPION PANNA🏆
Wi Wii Wiii c’est Mehdiii 😎
📥: INFO@MEHDI-AMRI.COM",0,False,https://m.tiktok.com/v/7093245858002586886.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093245858002586886&source=h5_m,19087412,1631,2248,1351,921760,6756162597461952514,6756162597461952514,10033,6756162597461952514,All The Way Up,Fat Joe & Remy Ma,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1d124527665b4850b2d8246167fa559f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cdcd2d2cf0e34b2d9fce09601bdc3349,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1192549963', 'external_song_key': 'apple_song_id'}]",0,0,Afghanistan,#bruxelles #soccerskils,0,0,0,0,0,0,0,0,0,0
5,AT,7079939389660335365,1648426846,دستم را درد گرفت 😩🧕🏻#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫 #فوریو,6757417064547795973,ZEHRA ——-AFG——🇦🇫❤️,zehra . ——afg —-ای دوست اینقدر غرور برای چیست؛  امروز سرخاک __فردا زیر خاک,0,False,https://m.tiktok.com/v/7079939389660335365.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079939389660335365&source=h5_m,569066,339,77,2580,18261,7079887740778629931,7079887740778629931,72,7079887740778629931,original sound - ilenbenyamin,Behnam Benyamin,6.793909678096729e+18,Behnam Benyamin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079887759208565550.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1cac43fcedee87e0c141d3ac63fa7e2b.json,False,False,,,,,[],0,0,Afghanistan,#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫 #فوریو,0,0,0,0,0,0,0,0,0,1
6,TR,7084342428240465153,1649452009, ,6776321688402789381,💫fatma💫,"heyy.33.f.33 
instagram",0,False,https://m.tiktok.com/v/7084342428240465153.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084342428240465153&source=h5_m,284095,119,33,1025,7082,7081299595162176261,7081299595162176261,72,7081299595162176261,g o m y (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",7.036001878933112e+18,sx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081299608056122117.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/481b4bc2c36c669fab1e43e995bb76b5.json,False,False,Vektor,Happy Friends,g o m y (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
7,XK,7071936310503558406,1646563484,🎥 by ig el_zako_,6811192595878118405,Hair styles 4 Men’s,We are Just FanPage we #repost,0,False,https://m.tiktok.com/v/7071936310503558406.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071936310503558406&source=h5_m,19345803,1983,12252,90043,624638,7060816672801688326,7060816672801688326,72,7060816672801688326,original sound - dibraniblog,🫀,6.975449068319933e+18,🫀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7060816709900421894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fa10b33e71e04688bf54417d6ae3d7dc.json,False,False,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7103116987986922753,1653823301,#فالویادیتان_نره_دوستا،،،،،،🙏🏽❤️ #foryou,7060043688098055170,💞 غزال _😘 عنایت _❤️,{❤️#وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ#😍},0,False,https://www.tiktok.com/@gezalenayatofficial3/video/7103116987986922753?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103116987986922753&source=h5_m,9422,10,20,43,563,7102073053596633883,7102073053596633883,72,7102073053596633883,original sound - suv_36,SUV BIKRAM SHAH,6.953120713993979e+18,SUV BIKRAM SHAH,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102073066985540379.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec705d42f09f7ac1bd7d2a1bf571b9c2.json,False,False,,,,,[],0,0,Afghanistan,#فالویادیتان_نره_دوستا،،،،،،🙏🏽❤️ #foryou,0,0,1,0,0,0,0,0,0,0
1,AF,7081964134136335617,1648898269,#foryou #video #viral #foryoupage,7008031317339341826,༆𝔸𝕣𝕪𝕒𝕟༄𝕜𝕙𝕒𝕟✵,❤️❤️❤️l҉o҉v҉e҉ y҉o҉u҉ a҉ll҉ f҉r҉e҉n҉d҉s҉❤️❤️❤️,0,False,https://www.tiktok.com/@hamza09996/video/7081964134136335617?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081964134136335617&source=h5_m,435,7,0,0,58,7050130190185417477,7050130190185417477,72,7050130190185417477,original sound - alizay__saheeb (Contains music from: Hasti - MostaFa Nokarizi),"Contains music from: ""Hasti""",7.020350548541474e+18,Hosn(♥️),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050130204370406150.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0cbd5ca8e84405c55da01459c0438624.json,False,False,MostaFa Nokarizi,Hasti,original sound - alizay__saheeb (Contains music from: Hasti - MostaFa Nokarizi),"Contains music from: ""Hasti""",[],0,0,Afghanistan,#foryou #video #viral #foryoupage,0,0,1,1,0,0,0,0,1,0
2,BH,7092816359159041282,1651424999,#ad #pageforyou #pageforyou #viraltiktok #foryou,7066428313850151938,Aisha rani,🙏🏻🙏🏻plz.my.acoont_____saport🙏🏻🙏🏻_______me _______plz___🙏🏻🙏🏻🙏🏻,0,False,https://www.tiktok.com/@aisharani..arabi5.danc/video/7092816359159041282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092816359159041282&source=h5_m,239754,60,156,2288,8966,7002295388472363778,7002295388472363778,72,7002295388472363778,original sound - mr.billo1,⚡Mr.ßiŁŁØ⚡   🖤❤💚,6.958156909485164e+18,⚡Mr.ßiŁŁØ⚡   🖤❤💚,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7002295382248344321.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2a88b380de75e842e44bf75277e8ded2.json,False,False,,,,,[],0,0,Afghanistan,#ad #pageforyou #pageforyou #viraltiktok #foryou,0,0,1,0,0,0,0,0,0,0
3,EE,7102738101625195781,1653735087,Какой метод выберешь? #остеопат #больвспине #эстония #таллинн,6816398986380952582,Konstantin Judin,"Остеопат
Знаю как улучшить качество жизни
Tallinn, Eesti 🇪🇪
Запись на приём👇",0,False,https://www.tiktok.com/@judinosteo/video/7102738101625195781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102738101625195781&source=h5_m,1067451,74,1077,1513,9363,7102738063012514566,7102738063012514566,72,7102738063012514566,original sound - judinosteo,Konstantin Judin,6.816398986380953e+18,Konstantin Judin,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102738084869065477.mp3,,False,False,,,,,[],0,0,Afghanistan,#остеопат #больвспине #эстония #таллинн,0,0,0,0,0,0,0,0,0,0
4,US,7070583957066272046,1646248615,Periods don't have to stop you from being active 😉 🚴🏼‍♀️ #cheekybonsai #vagtok #periods #tampons #healthlesson #learnontiktok,6786678453234287621,Cheeky Bonsai,"Sweet relief from UTIs 🧡
Now @target
Shop our products",0,False,https://www.tiktok.com/@cheekybonsai/video/7070583957066272046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070583957066272046&source=h5_m,23288339,6089,13799,21237,500609,6839757506265237505,6839757506265237505,10036,6839757506265237505,Radetsky March Classic Classic(829541),Yuumi Iida,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8b72898d77d7438cb015fbe997796d8e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ff44b8fcb75a4742870d06b3690bf19c,False,True,,,,,[],0,0,Afghanistan,#cheekybonsai #vagtok #periods #tampons #healthlesson #learnontiktok,0,0,0,0,0,0,0,0,0,0
5,DE,7102470824417889541,1653672855,#ad #🥀❤️🥀🌹🇦🇫❤️🇦🇫🥀 #foryou,6766981575089128454,❤زما مینه M 👑,"💔لغمانی هلک🇦🇫❤
❤زما مینه M 👑",0,False,https://www.tiktok.com/@atiq___jan__001/video/7102470824417889541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102470824417889541&source=h5_m,390289,126,810,74,31266,6941395594166455042,6941395594166455042,72,6941395594166455042,original sound - gullnaz007 (Contains music from: Setara Jan Setara - Usman Sahab),"Contains music from: ""Setara Jan Setara""",6.889808285207332e+18,💔🤷‍♀️💯,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6941395528169130754.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/199ee291147354ab46f976447062fc5f.json,False,False,Usman Sahab,Setara Jan Setara,original sound - gullnaz007 (Contains music from: Setara Jan Setara - Usman Sahab),"Contains music from: ""Setara Jan Setara""",[],0,0,Afghanistan,#ad #🥀❤️🥀🌹🇦🇫❤️🇦🇫🥀 #foryou,0,0,1,0,0,0,0,0,0,0
